Ubicazione
VLE GIOVANNI DA CERMENATE N. 45 ; (z.d. 5)
VLE GIOVANNI DA CERMENATE num.035a; (z.d. 5)
VLE GORIZIA N. 12 ; (z.d. 6)
VLE GRAN SASSO N. 2 ; (z.d. 3)
VLE GRAN SASSO N. 23 ; (z.d. 3)
VLE GRAN SASSO N. 3 ; (z.d. 3)
VLE GRAN SASSO N. 38 ; (z.d. 3)
VLE GRAN SASSO N. 9 (z.d. 3)
VLE ISONZO N. 14 c/o grand hotel palace ingr.v.; (z.d. 5)
VLE JENNER EDOARDO N. 10 ; (z.d. 9)
VLE JENNER EDOARDO N. 14 ; (z.d. 9)
VLE JENNER EDOARDO N. 46 ; (z.d. 9)
VLE JENNER EDOARDO N. 49 ; (z.d. 9)
VLE JENNER EDOARDO N. 72 ; (z.d. 9)
VLE LANCETTI VINCENZO N. 39 ; (z.d. 9)
VLE LAZIO N. 1 ; (z.d. 4)
VLE LAZIO N. 6 ; (z.d. 4)
VLE LEGIONI ROMANE N. 55 (z.d. 6)
VLE LEGIONI ROMANE N. 65 ; (z.d. 6)
VLE LEGIONI ROMANE N. 65 ang.via dei ciclamini; (z.d. 6)
VLE LIGURIA N. 35 ; (z.d. 6)
VLE LIGURIA N. 48 ; (z.d. 6)
VLE LIGURIA N. 50 ; (z.d. 6)
VLE LOMBARDIA N. 20 (z.d. 3)
VLE LOMBARDIA N. 25 ; (z.d. 3)
VLE LOMBARDIA N. 32 ; (z.d. 3)
VLE LOMBARDIA N. 63 (z.d. 3)
VLE LOMBARDIA N. 65 ; (z.d. 3)
"VLE LUCANIA N. 21 v.le lucania, 21 - milano (z.d. 4)"
VLE LUCANIA N. 30 ; (z.d. 4)
VLE LUCANIA N. 6 (z.d. 4)
VLE LUCANIA N. 7 piano rialzato; (z.d. 4)
VLE LUCANIA N. 8 ; (z.d. 4)
VLE LUCANIA N. 9 ; (z.d. 4)
VLE LUNIGIANA N. 12 ; (z.d. 2)
VLE LUNIGIANA N. 15 ; (z.d. 2)
VLE MAJNO LUIGI N. 24 ingr.da v.morelli 2 - seminter; (z.d. 1)
VLE MARTINI ENRICO N. 13 ; (z.d. 4)
VLE MOLISE N. 51 ; (z.d. 4)
VLE MOLISE N. 54 ; (z.d. 4)
VLE MOLISE N. 59 ; (z.d. 4)
VLE MONTE CENERI N. 14 (z.d. 8)
VLE MONTE CENERI N. 14 ; (z.d. 8)
VLE MONTE CENERI N. 34 ; (z.d. 8)
VLE MONTE CENERI N. 36 ; (z.d. 8)
VLE MONTE CENERI N. 71 ; (z.d. 8)
VLE MONTE NERO N. 15 ; (z.d. 1)
VLE MONTE NERO N. 16 ; (z.d. 4)
VLE MONTE NERO N. 31 ; (z.d. 1)
VLE MONTE NERO N. 33 ; (z.d. 1)
VLE MONTE NERO N. 38 ; (z.d. 4)
VLE MONTE NERO N. 5 ; (z.d. 1)
VLE MONTE NERO N. 60 ; (z.d. 4)
VLE MONTE NERO N. 63 ; (z.d. 1)
VLE MONTE NERO N. 68 ; (z.d. 4)
VLE MONTE NERO N. 7 ; (z.d. 1)
VLE MONTE NERO N. 71 ; (z.d. 1)
VLE MONTE NERO N. 76 ; (z.d. 4)
VLE MONTE NERO N. 8 ; (z.d. 4)
VLE MONTELLO N. 18 ; (z.d. 1)
VLE MONTELLO N. 5 ; (z.d. 1)
VLE MONZA 2 loc al p.t.+ 1 loc. interrat num.174; (z.d. 2)
VLE MONZA N. 102 ; (z.d. 2)
VLE MONZA N. 112 ; (z.d. 2)
VLE MONZA N. 114 ; (z.d. 2)
VLE MONZA N. 116 ; (z.d. 2)
VLE MONZA N. 117 ; (z.d. 2)
VLE MONZA N. 150 ; (z.d. 2)
VLE MONZA N. 154 ; (z.d. 2)
VLE MONZA N. 16 ; (z.d. 2)
VLE MONZA N. 173 ; (z.d. 2)
VLE MONZA N. 175 (z.d. 2)
VLE MONZA N. 18 ; (z.d. 2)
VLE MONZA N. 185 (z.d. 2)
VLE MONZA N. 185 ; (z.d. 2)
VLE MONZA N. 208 piano primo; (z.d. 2)
VLE MONZA N. 233 ; (z.d. 2)
VLE MONZA N. 24 ; (z.d. 2)
VLE MONZA N. 243 (z.d. 2)
VLE MONZA N. 249 ; (z.d. 2)
VLE MONZA N. 256 ; (z.d. 2)
VLE MONZA N. 261 ; (z.d. 2)
VLE MONZA N. 265 ; (z.d. 2)
VLE MONZA N. 267 c/o centro comm.le sma; (z.d. 2)
VLE MONZA N. 27 palazzo a secondo piano; (z.d. 2)
VLE MONZA N. 309 ; (z.d. 2)
VLE MONZA N. 325 ; (z.d. 2)
VLE MONZA N. 38 ; (z.d. 2)
VLE MONZA N. 39 ; (z.d. 2)
VLE MONZA N. 40 interno profumeria; (z.d. 2)
VLE MONZA N. 55 ; (z.d. 2)
VLE MONZA N. 78 ; (z.d. 2)
VLE MONZA N. 8 ; (z.d. 2)
VLE MONZA N. 82 ; (z.d. 2)
VLE MONZA N. 83 ; (z.d. 2)
VLE MONZA N. 87 in prof.; (z.d. 2)
VLE MONZA N. 9 ; (z.d. 2)
VLE MONZA num.1773; (z.d. 2)
VLE MONZA num.345a; (z.d. 2)
VLE MONZA num.353; (z.d. 2)
VLE MURILLO S.B. N. 1 ; (z.d. 7)
VLE MURILLO S.B. N. 11 ; (z.d. 7)
VLE ORIONE DON LUIGI N. 14 ; (z.d. 2)
VLE ORIONE DON LUIGI N. 21 ; (z.d. 2)
VLE PAPINIANO N. 22A (z.d. 1)
VLE PAPINIANO N. 38 ; (z.d. 1)
VLE PAPINIANO N. 57 ; (z.d. 1)
VLE PASUBIO N. 12 (z.d. 9)
VLE PASUBIO N. 12 ; (z.d. 9)
VLE PASUBIO N. 3 ; (z.d. 1)
VLE PIAVE N. 21 (z.d. 1)
VLE PIAVE N. 3 ; (z.d. 1)
VLE PIAVE N. 7 ; (z.d. 1)
VLE PICENO N. 29 ; (z.d. 4)
VLE PICENO N. 32 ; (z.d. 4)
VLE PICENO N. 5 ; (z.d. 4)
VLE PICENO N. 8 ; (z.d. 4)
VLE PISA N. 18 ; (z.d. 7)
VLE PISA N. 4 ; (z.d. 7)
VLE PISA N. 45 (z.d. 7)
VLE PISA N. 47 ; (z.d. 7)
VLE PISA N. 6 ; (z.d. 7)
VLE PREMUDA N. 14 con ingr. via archimede; (z.d. 4)
VLE RANZONI DANIELE N. 2 ; (z.d. 7)
VLE RANZONI DANIELE N. 2 con ingr. via correggio; (z.d. 7)
VLE RANZONI DANIELE N. 27 ; (z.d. 7)
VLE RANZONI DANIELE N. 6 ; (z.d. 7)
VLE RANZONI DANIELE N. 7 ; (z.d. 7)
VLE RAPISARDI MARIO N. 4 ; (z.d. 9)
VLE REGINA GIOVANNA N. 30 ; (z.d. 3)
VLE REGINA GIOVANNA N. 42 ; (z.d. 3)
VLE REGINA GIOVANNA N. 6 ; (z.d. 3)
VLE REGINA GIOVANNA num.024b; (z.d. 3)
VLE REGINA MARGHERITA N. 2 (z.d. 1)
VLE REGINA MARGHERITA N. 28 ; (z.d. 1)
VLE REGINA MARGHERITA N. 4 ; (z.d. 1)
VLE RODI N. 91 ; (z.d. 9)
VLE RODI N. 91 via rodi n. 91 (z.d. 9)
VLE ROMAGNA N. 12 ; (z.d. 3)
VLE ROMAGNA N. 2 ; (z.d. 3)
VLE ROMAGNA N. 23 ; (z.d. 3)
VLE ROMAGNA N. 50 ; (z.d. 3)
VLE ROMAGNA N. 67 ; (z.d. 3)
VLE ROMAGNA num.0562; (z.d. 3)
VLE ROMOLO N. 7 ; (z.d. 6)
VLE SABOTINO N. 12 ; (z.d. 5)
VLE SABOTINO N. 13 p.t. + soppalco + 1ø piano; (z.d. 5)
VLE SABOTINO N. 14 ; (z.d. 5)
VLE SABOTINO N. 16 ; (z.d. 5)
VLE SABOTINO N. 5 (z.d. 5)
VLE SABOTINO N. 8 (z.d. 5)
VLE SABOTINO N. 9 ; (z.d. 5)
VLE SABOTINO num.021a; (z.d. 5)
VLE SAN GIMIGNANO N. 10 ; (z.d. 6)
VLE SAN GIMIGNANO N. 13 ; (z.d. 6)
VLE SAN GIMIGNANO N. 39 ; (z.d. 6)
VLE SAN GIMIGNANO num.03032; (z.d. 6)
VLE SAN MICHELE DEL CARSO N. 16 ; (z.d. 7)
VLE SAN MICHELE DEL CARSO N. 18 ; (z.d. 7)
VLE SAN MICHELE DEL CARSO N. 2 ; (z.d. 7)
VLE SAN MICHELE DEL CARSO N. 20 ; (z.d. 7)
VLE SAN MICHELE DEL CARSO N. 22 ; (z.d. 7)
VLE SAN MICHELE DEL CARSO N. 6 ; (z.d. 7)
VLE SAN MICHELE DEL CARSO N. 7 ; (z.d. 1)
VLE SARCA N. 163 angolo v. rodi; (z.d. 9)
VLE SARCA N. 198 ingr. v.padre gerardo beccaro; (z.d. 9)
VLE SARCA N. 336 ; (z.d. 9)
VLE SARCA N. 63 ; (z.d. 9)
VLE SARCA N. 81 ; (z.d. 9)
VLE SARCA N. 91 ; (z.d. 9)
VLE SAURO NAZARIO N. 5 ; (z.d. 2)
VLE SAURO NAZARIO N. 9 ; (z.d. 2)
VLE SERRA RENATO N. 57 ; (z.d. 8)
VLE STEFINI EVARISTO N. 10 ; (z.d. 2)
VLE STEFINI EVARISTO N. 3 ; (z.d. 2)
VLE STELVIO N. 16 ; (z.d. 9)
VLE STELVIO N. 39 (z.d. 9)
VLE STELVIO N. 39 ; (z.d. 9)
VLE STELVIO N. 41 ; (z.d. 9)
VLE STELVIO N. 44 ; (z.d. 9)
VLE STELVIO N. 53 ; (z.d. 9)
VLE STELVIO N. 66 ; (z.d. 9)
VLE STELVIO N. 72 (z.d. 9)
VLE SUZZANI GIOVANNI N. 12 ; (z.d. 9)
VLE SUZZANI GIOVANNI N. 155 ; (z.d. 9)
VLE SUZZANI GIOVANNI N. 18 (z.d. 9)
VLE SUZZANI GIOVANNI N. 19 (z.d. 9)
VLE SUZZANI GIOVANNI N. 19 ; (z.d. 9)
VLE SUZZANI GIOVANNI N. 270 ; (z.d. 9)
VLE SUZZANI GIOVANNI N. 283 ; (z.d. 9)
VLE TEODORICO N. 4 ; (z.d. 8)
VLE TEODORICO num.0192; (z.d. 8)
VLE TESTI FULVIO N. 177 ; (z.d. 9)
VLE TESTI FULVIO N. 218 ; (z.d. 9)
VLE TESTI FULVIO N. 5 ; (z.d. 9)
VLE TESTI FULVIO N. 70 (z.d. 9)
VLE TESTI FULVIO N. 82 ; (z.d. 9)
VLE TESTI FULVIO N. 86 ; (z.d. 9)
VLE TESTI FULVIO N. 87 ; (z.d. 9)
VLE TESTI FULVIO N. 90 ; (z.d. 9)
VLE TIBALDI N. 17 ; (z.d. 5)
VLE TIBALDI N. 2 ; (z.d. 5)
VLE TIBALDI N. 20 ; (z.d. 5)
VLE TIBALDI N. 24 ; (z.d. 5)
VLE TIBALDI N. 48 ; (z.d. 5)
VLE TIBALDI N. 66 ; (z.d. 5)
VLE TIBALDI N. 8 ; (z.d. 5)
VLE TORELLI LUIGI N. 5 ; (z.d. 9)
VLE TROYA CARLO N. 2 ; (z.d. 6)
VLE TROYA CARLO N. 4 (z.d. 6)
VLE TROYA CARLO N. 4 ; (z.d. 6)
VLE TROYA CARLO N. 8 ; (z.d. 6)
VLE TUNISIA N. 10 (z.d. 3)
VLE TUNISIA N. 15 ; (z.d. 3)
VLE TUNISIA N. 23 ; (z.d. 3)
VLE TUNISIA N. 38 (z.d. 2)
VLE TUNISIA N. 38 ; (z.d. 2)
VLE TUNISIA N. 41 con ingr. via franchetti 3; (z.d. 2)
VLE UMBRIA N. 101 ; (z.d. 4)
VLE UMBRIA N. 16 c/o c.c. piazza lodi; (z.d. 4)
VLE UMBRIA N. 17 ; (z.d. 4)
VLE UMBRIA N. 18 ; (z.d. 4)
VLE UMBRIA N. 22 ; (z.d. 4)
VLE UMBRIA N. 35 ; (z.d. 4)
VLE UMBRIA N. 41 (z.d. 4)
VLE UMBRIA N. 44 ; (z.d. 4)
VLE UMBRIA N. 50 ; (z.d. 4)
VLE UMBRIA N. 50 piano rialzato; (z.d. 4)
VLE UMBRIA N. 52 (z.d. 4)
VLE UMBRIA N. 52 ; (z.d. 4)
VLE UMBRIA N. 53 (z.d. 4)
VLE UMBRIA N. 66 ; (z.d. 4)
VLE UMBRIA N. 82 ; (z.d. 4)
VLE UMBRIA N. 9 ; (z.d. 4)
VLE UMBRIA N. 94 ; (z.d. 4)
VLE UMBRIA N. 99 (z.d. 4)
VLE UNGHERIA N. 10 ; (z.d. 4)
VLE UNGHERIA N. 22 ; (z.d. 4)
VLE UNGHERIA N. 26 (z.d. 4)
VLE VIGLIANI PAOLO ONORATO N. 19 ; (z.d. 8)
VLE VITTORIO VENETO N. 10 ; (z.d. 3)
VLE VITTORIO VENETO N. 18 5 locali al 1^ piano; (z.d. 3)
VLE VITTORIO VENETO N. 6 (z.d. 3)
"VLE VITTORIO VENETO N. 6 con ingresso da via lecco,2; (z.d. 3)"
VLE ZARA N. 112 ; (z.d. 2)
VLE ZARA N. 116 ; (z.d. 2)
VLE ZARA N. 118 ; (z.d. 2)
VLE ZARA N. 13 ; (z.d. 9)
VLE ZARA N. 145 ; (z.d. 9)
VLE ZARA N. 21 ; (z.d. 9)
VLE ZARA N. 61 ; (z.d. 9)
VLE ZARA N. 9 interno palestra; (z.d. 9)
VLO GIARDINO N. 3 ; (z.d. 1)
VLO SANTA MARIA VALLE N. 4 ; (z.d. 1)
codvia 4386 num.008; (z.d. 4)
mm1 duomo codvia 9112 num.000; (z.d. 1)
